12057	请问spark乐驰的驱动方式是什么？	温网	0
12058	请问绿蔓蛇是属于什么亚目啊？	亚 目	1
12059	请问绿蔓蛇是属于什么亚目啊？	站名拼音	0
12060	请问绿蔓蛇是属于什么亚目啊？	imdb编码	0
12061	请问绿蔓蛇是属于什么亚目啊？	主芯片组	0
12062	请问绿蔓蛇是属于什么亚目啊？	政体	0
12063	请问绿蔓蛇是属于什么亚目啊？	屏幕类型	0
12064	请举个例子说明同期人分析。	例如	1
12065	请举个例子说明同期人分析。	核心类型	0
12066	请举个例子说明同期人分析。	方针	0
12067	请举个例子说明同期人分析。	出版社	0
12068	请举个例子说明同期人分析。	出品者	0
12069	请举个例子说明同期人分析。	途经线路	0
12070	请问海尔es80h-q1这一系列的名称是什么？	系列名称	1
12071	请问海尔es80h-q1这一系列的名称是什么？	中心	0
12072	请问海尔es80h-q1这一系列的名称是什么？	王室	0
12073	请问海尔es80h-q1这一系列的名称是什么？	制作单位	0
12074	请问海尔es80h-q1这一系列的名称是什么？	发文机关	0
12075	请问海尔es80h-q1这一系列的名称是什么？	标语	0
12076	请问电力企业管理工作标准范本应用手册适用于哪些对象？	适用对象	1
12077	请问电力企业管理工作标准范本应用手册适用于哪些对象？	厚度	0
12078	请问电力企业管理工作标准范本应用手册适用于哪些对象？	品种审定编号	0
12079	请问电力企业管理工作标准范本应用手册适用于哪些对象？	通车时间	0
12080	请问电力企业管理工作标准范本应用手册适用于哪些对象？	途经地点	0
12081	请问电力企业管理工作标准范本应用手册适用于哪些对象？	相关数据	0
12082	请问是哪个单位研制了长征四号运载火箭？	研制单位	1
12083	请问是哪个单位研制了长征四号运载火箭？	核心/线程	0
12084	请问是哪个单位研制了长征四号运载火箭？	主讲	0
12085	请问是哪个单位研制了长征四号运载火箭？	实收资本额	0
12086	请问是哪个单位研制了长征四号运载火箭？	空调类型	0
12087	请问是哪个单位研制了长征四号运载火箭？	会长	0
12088	请问四小名旦特制谁啊？	特指	1
12089	请问四小名旦特制谁啊？	操作系统	0
12090	请问四小名旦特制谁啊？	imdb编码	0
12091	请问四小名旦特制谁啊？	下设	0
12092	请问四小名旦特制谁啊？	软件格式	0
12093	请问四小名旦特制谁啊？	现居住地	0
12094	请问彭佳慧擅长干什么？	专长	1
12095	请问彭佳慧擅长干什么？	管理	0
12096	请问彭佳慧擅长干什么？	应用语言	0
12097	请问彭佳慧擅长干什么？	前型	0
12098	请问彭佳慧擅长干什么？	公司	0
